movie_title,release_date,genre
Deliver Us From Evil,2-Jul-14,"Action,Thriller,Horror,Crime"
What Women Want,15-Dec-00,"Fantasy,Comedy,Romance"
A Haunted House 2,18-Apr-14,"Horror,Comedy"
Gossip,21-Apr-00,"Drama,Mystery,Thriller"
The Losers,23-Apr-10,"Action,Adventure,Mystery,Thriller,Crime"
Hook,11-Dec-91,"Adventure,Fantasy,Comedy,Family"
Scooby Doo 2: Monsters Unleashed,26-Mar-04,"Action,Adventure,Mystery,Fantasy,Comedy,Family"
Woman in Gold,1-Apr-15,Drama
I Origins,18-Jul-14,"Sci-Fi,Drama"
Metallica: Through the Never,27-Sep-13,"Action,Music,Musical"
Anastasia,21-Nov-97,"Adventure,Drama,Animation,Family,Musical"
Black Dynamite,4-Sep-09,"Action,Comedy,Crime"
Aqua Teen Hunger Force Colon Movie Film for Theaters,13-Apr-07,"Action,Adventure,Sci-Fi,Fantasy,Comedy,Animation"
Goodbye Lenin!,27-Feb-04,"Drama,Comedy,Romance"
Mississippi Burning,27-Jan-89,"Drama,Mystery,Thriller,Crime"
Black Snake Moan,2-Mar-07,"Drama,Music"
RV,28-Apr-06,"Adventure,Comedy,Family"
Winter's Tale,14-Feb-14,"Drama,Mystery,Fantasy,Romance"
Shark Night 3D,2-Sep-11,"Thriller,Horror"
Buffalo '66,26-Jun-98,"Drama,Comedy,Romance,Crime"
Gone,24-Feb-12,Thriller
Harsh Times,10-Nov-06,"Drama,Thriller,Crime"
Hackers,15-Sep-95,"Action,Drama,Thriller,Crime"
Tristram Shandy: A Cock and Bull Story,27-Jan-06,Comedy
Take Me Home Tonight,4-Mar-11,"Drama,Comedy"
The Apparition,24-Aug-12,"Thriller,Horror"
Camp X-Ray,17-Oct-14,"Drama,War"
V/H/S/2,12-Jul-13,"Thriller,Horror"
Felon,18-Jul-08,"Drama,Crime"
The Warrior's Way,3-Dec-10,"Action,Fantasy,Western"
Pathfinder,13-Apr-07,"Action,Adventure,Drama,History,Thriller,War"
Gotti,15-Jun-18,"Biography,Drama,Crime"
Under the Same Moon (La misma luna),19-Mar-08,Drama
The Pelican Brief,17-Dec-93,"Drama,Mystery,Thriller,Romance,Crime"
Exorcist: The Beginning,20-Aug-04,"Thriller,Horror"
Pride and Glory,24-Oct-08,"Drama,Thriller,Crime"
The Bronze,18-Mar-16,"Drama,Comedy"
Rocky II,15-Jun-79,"Drama,Sport"
Dylan Dog: Dead of Night,29-Apr-11,"Mystery,Thriller,Horror"
Ask the Dust,10-Mar-06,"Drama,Romance"
Anything Else,19-Sep-03,"Comedy,Romance"
The Women,12-Sep-08,"Drama,Comedy"
I Hope They Serve Beer in Hell,25-Sep-09,Comedy
The Karate Kid,22-Jun-84,"Action,Drama,Sport,Family"
Pearl Jam Twenty,20-Sep-11,"Music,Documentary"
Notorious,6-Sep-46,"Drama,Thriller,Romance,Film-Noir"
Kazaam,17-Apr-96,"Fantasy,Comedy,Family,Musical"
Selena,21-Mar-97,"Biography,Drama,Music"
Bad 25,19-Oct-12,"Music,Documentary"
Child's Play,9-Nov-88,"Thriller,Horror"
MirrorMask,30-Sep-05,"Adventure,Drama,Fantasy,Family"
Beverly Hills Cop II,20-May-87,"Action,Thriller,Comedy,Crime"
Conspiracy Theory,8-Aug-97,"Mystery,Thriller,Romance,Crime"
Breakthrough,17-Apr-19,"Biography,Drama"
The Star,17-Nov-17,"Adventure,Fantasy,Comedy,Animation,Family"
The Double,28-Oct-11,"Drama,Mystery,Thriller,Crime"
Saints and Soldiers,15-Oct-04,"Action,Adventure,Drama,War"
Cemetery of Splendor,4-Mar-16,Drama
Let the Sunshine In,27-Apr-18,"Drama,Comedy,Romance"
Destination Wedding,31-Aug-18,"Drama,Comedy,Romance"
Silkwood,14-Dec-83,"Biography,Drama,Thriller"
Laws of Attraction,30-Apr-04,"Comedy,Romance"
The Puffy Chair,2-Jun-06,"Drama,Comedy,Romance"
Dragon Blade,4-Sep-15,"Action,Adventure,Drama"
Footnote,9-Mar-12,Drama
The Cable Guy,14-Jun-96,"Drama,Thriller,Comedy"
Please Stand By,26-Jan-18,"Drama,Comedy"
The Perfect Host,1-Jul-11,Thriller
Dark Blue World,28-Dec-01,"Action,Drama,Romance,War"
Hot Summer Nights,27-Jul-18,"Drama,Comedy,Romance,Crime"
Trust the Man,18-Aug-06,"Drama,Comedy,Romance"
The Pretty One,7-Feb-14,"Drama,Comedy"
The Pirates Who Don't Do Anything: A VeggieTales Movie,11-Jan-08,"Adventure,Comedy,Animation,Family"
Kickboxer: Vengeance,2-Sep-16,Action
The Only Living Boy in New York,11-Aug-17,Drama
The Farthest,11-Aug-17,"History,Documentary"
"Police, Adjective",23-Dec-09,"Drama,Comedy,Crime"
Brittany Runs A Marathon,23-Aug-19,"Drama,Comedy"
Iluzija,17-Mar-06,Drama
Romance & Cigarettes,7-Sep-07,"Comedy,Romance,Musical"
Girls Against Boys,1-Feb-13,"Drama,Thriller"
Chasing Coral,14-Jul-17,Documentary
Vitus,29-Jun-07,"Drama,Music"
Lonely Hearts,13-Apr-07,"Drama,Thriller,Romance,Crime"
This Beautiful Fantastic,10-Mar-17,"Drama,Fantasy,Comedy,Romance"
Where the Truth Lies,14-Oct-05,"Drama,Mystery,Thriller"
Cherry Blossoms,16-Jan-09,"Drama,Romance"
Resurrecting the Champ,24-Aug-07,"Drama,Sport"
2010,7-Dec-84,"Adventure,Sci-Fi,Mystery,Thriller"
Jenny's Wedding,31-Jul-15,"Drama,Comedy"
Gozu,30-Jul-04,"Drama,Mystery,Thriller,Horror,Crime"
The In-Laws,23-May-03,"Action,Thriller,Comedy"
Synchronicity,22-Jan-16,"Sci-Fi,Mystery,Thriller"
Zaytoun,20-Sep-13,"Adventure,Drama,Thriller,War"
Supercross,17-Aug-05,"Action,Drama,Sport,Romance"
Osama,6-Feb-04,"Drama,War"
Your Friends & Neighbors,21-Aug-98,"Drama,Comedy"
Same Kind of Different as Me,20-Oct-17,Drama
Jack Brooks: Monster Slayer,15-Aug-08,"Action,Horror,Comedy"
Dead Man's Burden,3-May-13,"Drama,Western"
HellBent,16-Sep-05,"Thriller,Horror"
Rails & Ties,26-Oct-07,Drama
Needful Things,27-Aug-93,"Drama,Thriller,Fantasy,Horror,Crime"
Conversations with God,27-Oct-06,"Adventure,Drama"
An Invisible Sign,6-May-11,Drama
Occupation: Dreamland,23-Sep-05,"War,Documentary"
Becks,9-Feb-18,"Drama,Romance,Musical"
Cowboy del Amor,3-Feb-06,Documentary
The Texas Chainsaw Massacre 2,22-Aug-86,"Horror,Comedy"
Carlito's Way,12-Nov-93,"Drama,Crime"
Higher Learning,11-Jan-95,"Drama,Sport,Romance"
The Lovers,13-Mar-15,"Action,Adventure,Sci-Fi,Romance"
Games of Love and Chance,31-Aug-05,"Drama,Romance"
Francofonia,1-Apr-16,"Drama,History,Documentary"
Clifford's Really Big Movie,20-Feb-04,"Animation,Family"
"Lula, the Son of Brazil",13-Jan-12,Drama
Irreplaceable You,16-Feb-18,"Drama,Comedy,Romance"
Gregory Crewdson: Brief Encounters,2-Nov-12,"Biography,Drama,Documentary"
Camille Claudel 1915,16-Oct-13,"Biography,Drama"
Flowers,30-Oct-15,Drama
A/k/a Tommy Chong,14-Jun-06,Documentary
Descent,10-Aug-07,"Drama,Thriller"
Permission,9-Feb-18,"Drama,Comedy,Romance"
Finding Steve McQueen,15-Mar-19,"Romance,Crime"
Hit So Hard,13-Apr-12,"Biography,Music,Documentary"
Particles of Truth,17-Sep-04,Drama
Fun Mom Dinner,4-Aug-17,Comedy
Peter and Vandy,9-Oct-09,"Drama,Romance"
Shall We Kiss?,27-Mar-09,"Comedy,Romance"
Peggy Guggenheim: Art Addict,6-Nov-15,"Biography,History,Documentary"
Burning Sands,10-Mar-17,Drama
Year of the Fish,29-Aug-08,"Fantasy,Romance,Animation"
Muppets from Space,14-Jul-99,"Adventure,Sci-Fi,Fantasy,Comedy,Family"
Kick-Ass,16-Apr-10,"Action,Thriller,Crime"
Pirates of the Caribbean: Dead Man's Chest,7-Jul-06,"Action,Adventure,Fantasy"
Green Lantern,17-Jun-11,"Action,Sci-Fi"
X2: X-Men United,2-May-03,"Action,Sci-Fi,Thriller"
Requiem for a Dream,6-Oct-00,Drama
1408,22-Jun-07,"Thriller,Horror"
John Carter,9-Mar-12,"Action,Adventure,Sci-Fi,Fantasy"
Mission: Impossible II,24-May-00,"Action,Adventure,Thriller"
The Illusionist,18-Aug-06,"Drama,Mystery,Thriller,Romance"
Horrible Bosses,8-Jul-11,"Comedy,Crime"
The Expendables,13-Aug-10,"Action,Adventure,Thriller"
Braveheart,24-May-95,"Action,Biography,Drama,History,War"
Meet the Spartans,25-Jan-08,"Comedy,War"
Tinker Tailor Soldier Spy,9-Dec-11,Thriller
The Godfather: Part III,25-Dec-90,"Action,Drama,Thriller,Crime"
The Book of Eli,15-Jan-10,"Action,Adventure,Drama,Thriller,Western"
Moulin Rouge!,18-May-01,"Drama,Romance,Musical"
The Passion of the Christ,25-Feb-04,"Drama,History"
Maze Runner: The Scorch Trials,18-Sep-15,"Action,Sci-Fi,Thriller"
Knowing,20-Mar-09,"Action,Sci-Fi,Drama,Mystery,Thriller"
Saw III,27-Oct-06,"Thriller,Horror,Crime"
Dumb and Dumber To,14-Nov-14,Comedy
Fracture,20-Apr-07,"Drama,Mystery,Thriller,Crime"
The Fast and the Furious: Tokyo Drift,16-Jun-06,"Action,Drama,Thriller,Crime"
Ice Age: Dawn of the Dinosaurs,1-Jul-09,"Action,Adventure,Comedy,Romance,Animation,Family"
Dirty Grandpa,22-Jan-16,Comedy
Shark Tale,1-Oct-04,"Comedy,Animation,Family"
RED 2,19-Jul-13,"Action,Thriller,Comedy,Crime"
There's Something About Mary,15-Jul-98,"Comedy,Romance"
The Box,6-Nov-09,"Sci-Fi,Drama,Mystery,Thriller"
The Proposal,19-Jun-09,"Drama,Comedy,Romance"
The Watch,27-Jul-12,"Sci-Fi,Comedy"
Waterworld,28-Jul-95,"Action,Adventure,Sci-Fi,Thriller"
Rush Hour 3,10-Aug-07,"Action,Thriller,Comedy,Crime"
The Book Thief,8-Nov-13,"Drama,War"
Das Boot,10-Feb-82,"Action,Drama,History,War"
Perfume: The Story of a Murderer,29-Dec-06,"Drama,Thriller"
Sky High,29-Jul-05,"Adventure,Sci-Fi,Comedy,Family"
The Boy in the Striped Pajamas,7-Nov-08,"Drama,Thriller,War"
Why Him?,23-Dec-16,Comedy
Bedtime Stories,25-Dec-08,"Fantasy,Comedy,Family"
Fatal Attraction,18-Sep-87,"Drama,Thriller"
Little Nicky,10-Nov-00,"Fantasy,Comedy,Romance"
Shallow Grave,10-Feb-95,"Drama,Thriller,Comedy,Crime"
Annie,19-Dec-14,"Drama,Comedy,Family,Musical"
Mute,23-Feb-18,"Sci-Fi,Mystery,Thriller"
Shaolin Soccer,15-Aug-03,"Action,Sport,Comedy"
Dear John,5-Feb-10,"Drama,Romance,War"
Enemy at the Gates,16-Mar-01,"Drama,History,Thriller,War"
The Last House on the Left,13-Mar-09,"Drama,Thriller,Horror,Crime"
The Bounty Hunter,19-Mar-10,"Action,Comedy,Romance,Crime"
Johnny English,18-Jul-03,"Action,Adventure,Comedy"
Whatever Works,19-Jun-09,"Comedy,Romance"
Runner Runner,4-Oct-13,"Drama,Thriller,Crime"
She's the Man,17-Mar-06,"Comedy,Romance"
Deuce Bigalow: Male Gigolo,10-Dec-99,Comedy
Broken Flowers,5-Aug-05,"Drama,Mystery,Comedy"
Confessions of a Dangerous Mind,31-Dec-02,"Biography,Drama,Thriller,Comedy,Romance,Crime"
Elizabeth: The Golden Age,12-Oct-07,"Biography,Drama,History,Romance"
Murder Mystery,14-Jun-19,"Action,Drama,Mystery,Comedy,Romance,Crime"
Cowboy Bebop the Movie: Knockin' on Heaven's Door,4-Apr-03,"Action,Sci-Fi,Thriller,Comedy,Crime,Animation"
The Edge of Democracy,19-Jun-19,"History,Documentary"
Hobo with a Shotgun,6-May-11,"Action,Adventure,Thriller,Crime"
Frozen,5-Feb-10,"Drama,Thriller"
Timbuktu,28-Jan-15,Drama
Garfield: A Tail of Two Kitties,16-Jun-06,"Comedy,Family"
Beerfest,25-Aug-06,Comedy
The Final Girls,9-Oct-15,"Horror,Comedy"
Just Friends,23-Nov-05,"Comedy,Romance"
The Game Plan,28-Sep-07,"Sport,Comedy,Family"
The Santa Clause,11-Nov-94,"Drama,Fantasy,Comedy,Family"
CHIPS,24-Mar-17,"Action,Drama,Comedy,Crime"
What's Your Number?,30-Sep-11,Comedy
Alpha and Omega,17-Sep-10,"Adventure,Comedy,Animation,Family"
Cats & Dogs: The Revenge of Kitty Galore,30-Jul-10,"Action,Comedy,Family"
"Honey, I Shrunk the Kids",23-Jun-89,"Adventure,Sci-Fi,Comedy,Family"
Big Momma's House 2,27-Jan-06,"Action,Thriller,Comedy"
Tequila Sunrise,2-Dec-88,"Action,Thriller,Romance,Crime"
Pieces of April,17-Oct-03,"Drama,Comedy"
Lost in Space,3-Apr-98,"Action,Adventure,Sci-Fi,Thriller"
Suspect Zero,27-Aug-04,"Sci-Fi,Thriller,Horror,Crime"
What Lies Beneath,21-Jul-00,"Drama,Mystery,Thriller,Horror"
Welcome To Marwen,21-Dec-18,"Biography,Drama,Fantasy,Comedy,Animation"
Things to Come,2-Dec-16,Drama
Perfect Stranger,13-Apr-07,"Drama,Mystery,Thriller,Crime"
Rumble Fish,8-Oct-83,Drama
Saved!,28-May-04,"Drama,Comedy"
Stick It,28-Apr-06,"Drama,Sport,Comedy"
Two Night Stand,26-Sep-14,"Comedy,Romance"
The Choice,5-Feb-16,"Drama,Romance"
We Are What We Are,27-Sep-13,"Drama,Thriller,Horror"
A Fistful of Dollars,18-Jan-67,Western
A Glimpse Inside the Mind of Charles Swan III,8-Feb-13,Comedy
Jungle,20-Oct-17,"Action,Adventure,Biography,Drama,Thriller"
Dangerous Minds,11-Aug-95,"Drama,Thriller,Crime"
Joyful Noise,13-Jan-12,"Comedy,Music"
ATM,6-Apr-12,"Thriller,Horror"
Love the Coopers,13-Nov-15,Comedy
Incarnate,2-Dec-16,"Thriller,Horror"
Support the Girls,24-Aug-18,Comedy
Racing Stripes,14-Jan-05,"Adventure,Drama,Sport,Comedy,Family"
The Dressmaker,23-Sep-16,Drama
Antwone Fisher,19-Dec-02,"Biography,Drama,Romance"
You Kill Me,22-Jun-07,"Thriller,Comedy,Romance,Crime"
Table 19,3-Mar-17,"Drama,Comedy"
Firehouse Dog,4-Apr-07,"Action,Comedy,Family"
Last Night,6-May-11,"Drama,Romance"
Van Wilder 2: The Rise of Taj,1-Dec-06,"Comedy,Romance"
Dogman,12-Apr-19,"Drama,Thriller,Crime"
Shall We Dance,15-Oct-04,"Drama,Comedy,Romance"
Romeo & Juliet,11-Oct-13,"Drama,Romance"
Jimi: All Is by My Side,26-Sep-14,"Biography,Drama,Music"
Robin Hood,8-Nov-73,"Adventure,Comedy,Romance,Animation,Family"
Where's the Party Yaar?,5-Sep-03,Comedy
Grumpy Old Men,25-Dec-93,"Drama,Comedy"
Bamboozled,6-Oct-00,"Drama,Comedy,Music"
Inequality for All,27-Sep-13,Documentary
Flash of Genius,3-Oct-08,Drama
Jauja,20-Mar-15,"Drama,Western"
The Rewrite,13-Feb-15,"Comedy,Romance"
Wyatt Earp,24-Jun-94,"Action,Adventure,Biography,Romance,Western"
Transit,1-Mar-19,Drama
The Clearing,2-Jul-04,"Drama,Thriller"
"Where''d You Go, Bernadette",16-Aug-19,"Drama,Mystery,Comedy"
Newsies,10-Apr-92,"Drama,Family,Musical"
Hollywood Ending,3-May-02,"Comedy,Romance"
The 9th Life of Louis Drax,2-Sep-16,"Mystery,Thriller"
The Loneliest Planet,26-Oct-12,Thriller
Hail Satan?,17-Apr-19,Documentary
Womb,30-Mar-12,"Sci-Fi,Drama,Romance"
New York Minute,7-May-04,Comedy
My Perestroika,23-Mar-11,"Biography,History,Family,Documentary,News"
My Golden Days,18-Mar-16,Drama
Fire at Sea,21-Oct-16,Documentary
Blaze,17-Aug-18,"Biography,Drama,Music"
Ladies in Lavender.,29-Apr-05,"Drama,Mystery,Romance,Music"
High Crimes,5-Apr-02,"Drama,Thriller,Crime"
My Voyage to Italy,19-Oct-01,Documentary
About Cherry,21-Sep-12,Drama
I Called Him Morgan,24-Mar-17,"Drama,History,Music,Documentary"
Little Voice,4-Dec-98,"Drama,Comedy,Romance,Music"
Forks Over Knives,6-May-11,Documentary
The Big Kahuna,28-Apr-00,"Drama,Comedy"
Better Living Through Chemistry,14-Mar-14,"Drama,Comedy"
"The Night Is Short, Walk On Girl",21-Aug-18,"Adventure,Fantasy,Comedy,Romance,Animation,Family"
Ping Pong Playa,5-Sep-08,"Sport,Comedy,Family"
St. Trinian's,28-Aug-09,Comedy
Legend,18-Apr-86,"Adventure,Fantasy,Romance"
Pain and Glory,4-Oct-19,Drama
Manufactured Landscapes,20-Jun-07,Documentary
Train of Life,5-Nov-99,"Drama,Comedy,Romance,War"
Cocaine Cowboys,27-Oct-06,"Crime,Documentary"
Forsaken,19-Feb-16,"Drama,Western"
Newness,3-Nov-17,"Drama,Romance"
Time Out,29-Mar-02,Drama
Warriors of the Rainbow: Seediq Bale,27-Apr-12,"Action,Drama,History"
Winter Passing,17-Feb-06,"Drama,Comedy"
Shaolin,9-Sep-11,"Action,Drama"
In the Tall Grass,4-Oct-19,"Drama,Thriller,Horror"
Boomerang,1-Jul-92,"Comedy,Romance"
Together,30-May-03,"Drama,Music"
Delicacy,16-Mar-12,"Comedy,Romance"
The Promotion,6-Jun-08,Comedy
Loving Pablo,5-Oct-18,"Action,Biography,Drama,History,Mystery,Comedy,Romance,Crime"
Captain Pantoja and the Special Services,27-Sep-02,"Drama,Comedy"
Edge of Winter,12-Aug-16,"Drama,Thriller"
The Girl Without Hands,21-Jul-17,Animation
Claire's Camera,9-Mar-18,Drama
Pale Rider,28-Jun-85,Western
Happenstance,2-Nov-01,"Drama,Comedy"
A Midsummer Night's Dream,13-Jul-18,"Fantasy,Comedy"
Altered States,25-Dec-80,"Sci-Fi,Thriller,Horror"
Love Object,13-Feb-04,"Drama,Thriller,Horror,Comedy,Romance"
ma ma,20-May-16,Drama
Dragonslayer,4-Nov-11,Documentary
Next Stop Wonderland,21-Aug-98,"Drama,Comedy,Romance"
Muppet Treasure Island,16-Feb-96,"Action,Adventure,Comedy,Romance,Family,Musical"
Swimming Upstream,4-Feb-05,"Biography,Drama,Sport"
Maybe Baby,24-Aug-01,"Comedy,Romance"
Stoned,24-Mar-06,"Biography,Drama,Music"
The Ignorant Fairies,20-Sep-02,Drama
Running on Empty,9-Sep-88,"Drama,Romance,Crime,Music"
Favela Rising,2-Jun-06,Documentary
Difret,23-Oct-15,"Biography,Drama,History,Crime"
Benji: Off the Leash!,20-Aug-04,"Drama,Family"
King of Thieves,25-Jan-19,"Drama,Crime"
Krystal,13-Apr-18,"Drama,Comedy"
7 Minutes,26-Jun-15,"Drama,Thriller,Crime"
"Hijacking Catastrophe: 9/11, Fear & the Selling of American Empire",10-Sep-04,Documentary
Brubaker,20-Jun-80,"Drama,Crime"
Big Bad Love,22-Feb-02,Drama
No Stranger Than Love,17-Jun-16,"Comedy,Romance"
Stratton,5-Jan-18,"Action,Thriller"
Gravity,4-Oct-13,"Sci-Fi,Drama,Mystery,Thriller"
Avengers: Infinity War,27-Apr-18,"Action,Adventure,Sci-Fi,Fantasy"
Transformers: Revenge of the Fallen,24-Jun-09,"Action,Adventure,Sci-Fi,Thriller"
Kill Bill: Vol. 1,10-Oct-03,"Action,Thriller,Crime"
The Great Gatsby,10-May-13,"Drama,Romance"
Lady Bird,3-Nov-17,"Drama,Comedy"
Pirates of the Caribbean: On Stranger Tides,20-May-11,"Action,Adventure,Fantasy"
Knocked Up,1-Jun-07,"Comedy,Romance"
Good Will Hunting,5-Dec-97,Drama
Resident Evil: Afterlife,10-Sep-10,"Action,Sci-Fi,Thriller,Horror"
Transcendence,17-Apr-14,"Action,Sci-Fi,Drama,Mystery,Thriller"
Mamma Mia!,18-Jul-08,"Comedy,Romance,Musical"
Die Hard 2,2-Jul-90,"Action,Thriller,Crime"
"4 Months, 3 Weeks and 2 Days",23-Jan-08,Drama
Kingdom of Heaven,6-May-05,"Action,Adventure,History"
Disturbia,11-Apr-07,"Mystery,Thriller"
Liar Liar,21-Mar-97,"Fantasy,Comedy"
Life Is Beautiful,23-Oct-98,"Drama,Romance,War"
The Florida Project,6-Oct-17,Drama
Fast & Furious,3-Apr-09,"Action,Drama,Thriller,Crime"
The Hitman's Bodyguard,18-Aug-17,"Action,Comedy"
Knight and Day,23-Jun-10,"Action,Thriller,Comedy"
The Neon Demon,24-Jun-16,"Drama,Thriller,Horror"
The Final Destination,28-Aug-09,"Thriller,Horror"
Date Movie,17-Feb-06,"Comedy,Romance"
That's My Boy,15-Jun-12,Comedy
Mortal Engines,14-Dec-18,"Action,Adventure,Sci-Fi,Thriller,Fantasy"
Scary Movie 4,14-Apr-06,Comedy
Machete Kills,11-Oct-13,"Action,Thriller,Crime"
Bridget Jones's Diary,13-Apr-01,"Drama,Comedy,Romance"
Lethal Weapon,6-Mar-87,"Action,Thriller,Crime"
The Cat in the Hat,21-Nov-03,"Adventure,Comedy,Family"
Contact,11-Jul-97,"Sci-Fi,Drama,Mystery,Thriller"
Enemy of the State,16-Nov-98,"Action,Drama,Thriller"
Land of the Lost,5-Jun-09,"Adventure,Sci-Fi,Comedy"
Johnny English Reborn,21-Oct-11,Comedy
Mudbound,17-Nov-17,Drama
Raising Arizona,13-Mar-87,"Adventure,Mystery,Comedy,Crime"
Eddie the Eagle,26-Feb-16,"Biography,Drama,History,Sport,Comedy"
Son of Saul,18-Dec-15,"Drama,History,Thriller,Horror,War"
The Astronaut's Wife,27-Aug-99,"Sci-Fi,Thriller,Horror"
Halloween H20: 20 Years Later,5-Aug-98,"Drama,Thriller,Horror"
Parker,25-Jan-13,"Action,Thriller,Crime"
What Happened to Monday,18-Aug-17,"Action,Adventure,Sci-Fi,Drama,Mystery,Thriller,Crime"
A Dog's Purpose,27-Jan-17,"Adventure,Drama,Fantasy,Comedy,Family"
Duplicity,20-Mar-09,"Thriller,Romance"
Nine Lives,5-Aug-16,"Fantasy,Comedy,Family"
The Raven,27-Apr-12,"Mystery,Thriller"
Free State of Jones,24-Jun-16,"Action,Biography,Drama,History,War"
The Snowman,20-Oct-17,"Drama,Mystery,Thriller,Horror,Crime"
That Awkward Moment,31-Jan-14,"Comedy,Romance"
Love & Friendship,13-May-16,"Drama,Comedy,Romance"
Rocky,3-Dec-76,"Drama,Sport"
Next,27-Apr-07,"Action,Sci-Fi,Thriller,Fantasy,Romance"
The Class,19-Dec-08,Drama
The Fan,16-Aug-96,"Drama,Sport,Thriller"
Unicorn Store,5-Apr-19,"Drama,Fantasy,Comedy"
Pitch Perfect 3,22-Dec-17,"Comedy,Music"
Scoop,28-Jul-06,"Mystery,Fantasy,Comedy,Romance"
Burnt,30-Oct-15,"Drama,Comedy"
Street Kings,11-Apr-08,"Action,Drama,Thriller,Crime"
Room 237,29-Mar-13,Documentary
A Good Year,10-Nov-06,"Drama,Comedy,Romance"
The November Man,27-Aug-14,"Action,Thriller,Crime"
Delivery Man,22-Nov-13,"Drama,Comedy"
Southland Tales,14-Nov-07,"Sci-Fi,Drama,Thriller,Comedy"
Soul Surfer,8-Apr-11,"Action,Drama,Sport"
Smart People,11-Apr-08,"Drama,Comedy,Romance"
Risen,19-Feb-16,"Action,Adventure,Drama,Mystery"
How High,21-Dec-01,Comedy
Book of Shadows: Blair Witch 2,27-Oct-00,"Mystery,Thriller,Horror,Crime"
Dinosaur,19-May-00,"Adventure,Thriller,Animation,Family"
Escape from Planet Earth,15-Feb-13,"Adventure,Sci-Fi,Comedy,Animation,Family"
Alex Cross,19-Oct-12,"Action,Mystery,Thriller,Crime"
The Dead Zone,21-Oct-83,"Drama,Thriller,Fantasy"
Dr T and the Women,13-Oct-00,"Drama,Comedy,Romance"
The Roommate,4-Feb-11,"Drama,Thriller"
Hoop Dreams,14-Oct-94,"Drama,Sport,Documentary"
The Darkest Minds,3-Aug-18,"Sci-Fi,Thriller"
No Good Deed,12-Sep-14,"Thriller,Horror,Crime"
Wendy and Lucy,10-Dec-08,Drama
Hunter Killer,26-Oct-18,"Action,Thriller"
Solomon Kane,28-Sep-12,"Action,Adventure,Fantasy"
All the King's Men,22-Sep-06,"Drama,Thriller"
"Run, Fatboy, Run",28-Mar-08,"Sport,Comedy,Romance"
Tears of the Sun,7-Mar-03,"Action,Drama,Thriller,War"
Zoom,11-Aug-06,"Action,Adventure,Sci-Fi,Family"
The Trip,10-Jun-11,Comedy
Cave of Forgotten Dreams,29-Apr-11,"History,Documentary"
"The Goods: Live Hard, Sell Hard",14-Aug-09,Comedy
"Game Over, Man!",23-Mar-18,"Action,Comedy"
Goal! The Dream Begins,12-May-06,"Drama,Sport"
The Brown Bunny,27-Aug-04,Drama
Sinbad: Legend of the Seven Seas,2-Jul-03,"Adventure,Fantasy,Animation,Family"
Slums of Beverly Hills,14-Aug-98,"Drama,Comedy"
All Dogs Go to Heaven,17-Nov-89,"Action,Adventure,Drama,Fantasy,Comedy,Animation,Family,Musical"
Southside with You,26-Aug-16,"Biography,Drama,Romance"
La Femme Nikita,8-Mar-91,"Action,Drama,Thriller,Romance,Crime"
Factory Girl,29-Dec-06,"Biography,Drama"
After the Dark,7-Feb-14,"Sci-Fi,Drama,Thriller,Fantasy"
September Dawn,24-Aug-07,"Drama,History,Romance,Western"
Kill Me Three Times,10-Apr-15,"Action,Thriller"
Margaret,30-Sep-11,Drama
Boo! A Madea Halloween,21-Oct-16,"Drama,Horror,Comedy"
The U.S. vs. John Lennon,15-Sep-06,"Biography,Documentary"
Touch of Evil,1-Feb-58,"Drama,Thriller,Crime,Film-Noir"
A Man Apart,4-Apr-03,"Action,Drama,Thriller,Crime"
Bubba Ho-tep,26-Sep-03,"Mystery,Fantasy,Horror,Comedy"
Barton Fink,21-Aug-91,"Drama,Thriller,Comedy,Crime"
The Haunting of Molly Hartley,31-Oct-08,"Drama,Thriller,Horror"
Candy,17-Nov-06,"Drama,Romance"
Adore,6-Sep-13,Drama
Detention,13-Apr-12,"Horror,Comedy"
Get a Job,25-Mar-16,Comedy
"20,000 Days on Earth",17-Sep-14,"Drama,Music,Documentary"
The Kid,7-Jul-00,"Fantasy,Comedy,Family"
Runaway Bride,30-Jul-99,"Comedy,Romance"
Beijing Bicycle,25-Jan-02,Drama
I Am the Pretty Thing That Lives in the House,28-Oct-16,Thriller
Criminal Activities,20-Nov-15,"Drama,Thriller,Crime"
Ong Bak 2,23-Oct-09,Action
Happythankyoumoreplease,4-Mar-11,"Drama,Comedy"
Creepshow,12-Nov-82,"Fantasy,Horror,Comedy"
A Home at the End of the World,23-Jul-04,"Drama,Romance"
The Spy Who Loved Me,3-Aug-77,"Action,Adventure,Thriller"
Phantasm,1-Jun-79,"Sci-Fi,Fantasy,Horror"
Twelve and Holding,19-May-06,Drama
My Dog Skip,12-Jan-00,"Drama,Sport,Family"
Beyond the Black Rainbow,18-May-12,"Sci-Fi,Mystery,Thriller"
